-4.062388837337493896e-01,-1.056622624397277832e+00,7.596914172172546387e-01,2.101364135742187500e+00,1.284525245428085327e-01,1.755254745483398438e+00,-6.154189705848693848e-01,2.136625528335571289e+00,1.926168084144592285e+00,-5.533931776881217957e-02,-4.290618300437927246e-01,-6.385331153869628906e-01,-9.378952980041503906e-01,-1.841398835182189941e+00,2.177378416061401367e+00,5.816897153854370117e-01,4.151870608329772949e-01,3.471316099166870117e-01,-5.601781010627746582e-01,1.446013599634170532e-01,-1.192566677927970886e-01,3.024051427841186523e+00,-7.516958564519882202e-02,-1.468075752258300781e+00,-1.904772520065307617e+00
-4.559170901775360107e-01,-1.943990290164947510e-01,-1.143605351448059082e+00,1.649304032325744629e+00,-1.043978810310363770e+00,1.549773931503295898e+00,5.250664949417114258e-01,-6.335732936859130859e-01,-1.379801392555236816e+00,-1.437101244926452637e+00,-1.619233846664428711e+00,-3.970260620117187500e-01,9.322066307067871094e-01,1.845734715461730957e-01,8.698520660400390625e-01,-1.821178913116455078e+00,6.780024170875549316e-01,3.877923965454101562e+00,-8.659928441047668457e-01,-6.186173483729362488e-02,1.368749856948852539e+00,-2.322186470031738281e+00,2.948784589767456055e+00,-4.556024372577667236e-01,-4.170671105384826660e-01
-6.183192133903503418e-01,-1.066567182540893555e+00,-4.213178753852844238e-01,-2.642184197902679443e-01,5.388032197952270508e-01,-9.447359442710876465e-01,-7.506200671195983887e-01,-6.993385553359985352e-01,-4.191671013832092285e-01,-1.123050332069396973e+00,-3.061853945255279541e-01,-5.527436733245849609e-01,-4.237915277481079102e-01,-1.404702663421630859e+00,3.733843863010406494e-01,1.260667204856872559e+00,4.404938817024230957e-01,1.440622568130493164e+00,1.979396790266036987e-01,-1.338847160339355469e+00,1.068379282951354980e+00,-8.272277712821960449e-01,1.603271216154098511e-01,1.500043749809265137e+00,-5.844216942787170410e-01
-6.018244624137878418e-01,-3.322274982929229736e-01,1.419682264328002930e+00,3.854652643203735352e-01,-4.842397272586822510e-01,8.804356455802917480e-01,8.094342350959777832e-01,2.461959421634674072e-02,1.286694169044494629e+00,1.076845288276672363e+00,-1.037736535072326660e+00,-5.749121308326721191e-01,9.302659630775451660e-01,-3.078044652938842773e-01,8.336212038993835449e-01,9.093627333641052246e-01,6.934642046689987183e-02,1.139981508255004883e+00,-2.114119939506053925e-02,2.885955870151519775e-01,-9.256485104560852051e-01,-3.203195035457611084e-01,-7.117317318916320801e-01,-4.208137094974517822e-02,-6.314350366592407227e-01
-6.299914121627807617e-01,2.625368118286132812e+00,-1.745627522468566895e-01,1.150670766830444336e+00,-1.310259938240051270e+00,-1.851996481418609619e-01,1.567407995462417603e-01,-1.866953819990158081e-01,-6.231166720390319824e-01,-1.331701636314392090e+00,-9.017023257911205292e-03,-8.401762247085571289e-01,-6.234498694539070129e-03,-1.437159925699234009e-01,1.034153938293457031e+00,-4.411107599735260010e-01,1.146092057228088379e+00,-6.747811287641525269e-02,-1.811480164527893066e+00,-1.306998968124389648e+00,-1.441368460655212402e+00,6.419752240180969238e-01,-1.230703830718994141e+00,-6.657686233520507812e-01,4.195718467235565186e-02
-2.362114906311035156e+00,-6.194911599159240723e-01,-9.909983277320861816e-01,-7.187616825103759766e-02,-2.892177820205688477e+00,-8.334043025970458984e-01,1.120768070220947266e+00,-4.368641078472137451e-01,3.389259099960327148e+00,-3.603400588035583496e-01,8.700155019760131836e-01,-2.777942717075347900e-01,-2.539376974105834961e+00,2.653991281986236572e-01,-2.379006743431091309e-01,1.320700794458389282e-01,-1.007918834686279297e+00,5.601966977119445801e-01,-1.606447100639343262e+00,-1.235505342483520508e+00,5.759541392326354980e-01,1.185537338256835938e+00,-9.824755787849426270e-01,1.526304483413696289e-01,-9.592443704605102539e-01
-9.054011702537536621e-01,-8.762941360473632812e-01,-4.935034513473510742e-01,-6.218776106834411621e-01,7.838656306266784668e-01,4.028044342994689941e-01,-9.669302105903625488e-01,-6.491134166717529297e-01,-9.346793293952941895e-01,-1.210611820220947266e+00,1.678602248430252075e-01,-5.128352642059326172e-01,2.258932590484619141e-02,1.278748035430908203e+00,-4.554937481880187988e-01,-7.515752911567687988e-01,-2.250749059021472931e-02,-8.997088074684143066e-01,-6.209661364555358887e-01,-4.153293743729591370e-02,-1.175501108169555664e+00,-6.083594560623168945e-01,-3.132584393024444580e-01,1.709056496620178223e-01,-2.284989058971405029e-01
-7.257046699523925781e-01,-1.800156593322753906e+00,-4.843124747276306152e-01,-1.807460337877273560e-01,1.136085152626037598e+00,-1.576535344123840332e+00,-2.237638235092163086e+00,1.500423669815063477e+00,-1.179967164993286133e+00,-6.576970815658569336e-01,-1.174242138862609863e+00,6.186435222625732422e-01,-2.347273111343383789e+00,2.755015790462493896e-01,4.725752174854278564e-01,-3.006314635276794434e-01,-2.852256000041961670e-01,8.718139491975307465e-03,-3.488436043262481689e-01,7.414998412132263184e-01,3.035014271736145020e-01,1.421982407569885254e+00,-1.077047228813171387e+00,-9.120939373970031738e-01,-4.312887191772460938e-01
-1.295049667358398438e+00,-1.612066388130187988e+00,5.471207499504089355e-01,-1.652065515518188477e+00,-1.397258996963500977e+00,-1.219499707221984863e+00,-1.168312311172485352e+00,-6.330462545156478882e-02,2.546663284301757812e+00,2.142915487289428711e+00,2.932333946228027344e-01,-8.207196593284606934e-01,1.944272160530090332e+00,-2.280896455049514771e-01,-2.373688220977783203e+00,1.890021681785583496e+00,2.762157678604125977e+00,-6.681387126445770264e-02,4.285861253738403320e-01,-1.095610380172729492e+00,4.794396832585334778e-02,-9.319948554039001465e-01,-5.127969980239868164e-01,-1.929726004600524902e-01,-4.302326142787933350e-01
4.289489388465881348e-01,-3.277305662631988525e-01,-1.307487189769744873e-01,9.169553518295288086e-01,5.890693664550781250e-01,5.432457923889160156e-01,-6.186314225196838379e-01,-6.879228353500366211e-01,2.503495454788208008e+00,2.444748163223266602e+00,1.039145365357398987e-01,-6.348173618316650391e-01,-9.702183008193969727e-01,5.765867829322814941e-01,-1.310376644134521484e+00,-6.346591711044311523e-01,-1.079132080078125000e+00,8.747708797454833984e-01,-3.912386596202850342e-01,-3.066263198852539062e-01,4.798124358057975769e-02,2.866314172744750977e+00,6.100829839706420898e-01,-8.493815660476684570e-01,-2.334890961647033691e-01
-7.690117955207824707e-01,-7.312067151069641113e-01,1.222860217094421387e+00,-1.720698118209838867e+00,2.208468675613403320e+00,-6.002113819122314453e-01,1.505671739578247070e-01,-9.082724452018737793e-01,-6.938331723213195801e-01,4.965540468692779541e-01,9.878805279731750488e-01,-8.047264069318771362e-02,1.097330749034881592e-01,6.873331964015960693e-02,-1.502975463867187500e+00,6.668027639389038086e-01,-5.774860978126525879e-01,-3.913517594337463379e-01,2.764940738677978516e+00,-1.637124083936214447e-02,6.242718100547790527e-01,1.124770715832710266e-01,1.487013697624206543e+00,3.330510854721069336e+00,1.711400508880615234e+00
-1.990243643522262573e-01,-2.305670082569122314e-01,1.380283713340759277e+00,-2.747413516044616699e-02,-2.688627839088439941e-01,-1.253867506980895996e+00,-7.065206766128540039e-01,-8.532937169075012207e-01,1.037275195121765137e-01,-1.785203069448471069e-01,-7.809876799583435059e-01,-8.206280469894409180e-01,-6.376608014106750488e-01,7.799872756004333496e-01,3.526006639003753662e-01,-1.662748157978057861e-01,-8.380518555641174316e-01,-4.860649406909942627e-01,-6.524678468704223633e-01,-4.268985688686370850e-01,-1.125365138053894043e+00,-9.426475763320922852e-01,-2.248442173004150391e-01,-3.454470634460449219e-01,-7.487208247184753418e-01
-1.242271184921264648e+00,-1.296424388885498047e+00,-3.189530670642852783e-01,8.599793910980224609e-01,-1.086845397949218750e+00,3.072892315685749054e-02,-3.519459962844848633e-01,-5.367940664291381836e-01,-4.060990512371063232e-01,-6.142730712890625000e-01,1.093983888626098633e+00,-7.147976756095886230e-01,-4.250105917453765869e-01,-4.747585579752922058e-02,-1.747908592224121094e+00,-2.004396438598632812e+00,1.192295312881469727e+00,-7.352916598320007324e-01,-8.286625146865844727e-01,5.026890635490417480e-01,-1.671538710594177246e+00,-1.224537968635559082e+00,1.485661387443542480e+00,2.562807321548461914e+00,-5.530405044555664062e-01
7.145165801048278809e-01,5.198736786842346191e-01,-4.569780826568603516e-02,1.898468971252441406e+00,2.195516824722290039e+00,1.410951614379882812e+00,7.239344120025634766e-01,4.307624697685241699e-02,-4.071728885173797607e-01,2.551575005054473877e-01,-8.039036393165588379e-01,3.843469917774200439e-01,-6.279026269912719727e-01,-9.005970954895019531e-01,-5.642789006233215332e-01,-6.916046738624572754e-01,1.160321593284606934e+00,-5.038369894027709961e-01,-6.486424207687377930e-01,-4.784975051879882812e-01,-3.614766001701354980e-01,-9.719866514205932617e-01,-8.171099424362182617e-01,-1.383659482002258301e+00,-1.031830549240112305e+00
-9.392631053924560547e-01,-1.573928236961364746e+00,-4.594683349132537842e-01,-7.930110692977905273e-01,-1.192799925804138184e+00,5.189066007733345032e-02,6.176165342330932617e-01,4.682164192199707031e-01,-9.568868875503540039e-01,-8.305768370628356934e-01,-9.347298741340637207e-01,-1.148429214954376221e-01,9.528272747993469238e-01,1.639925688505172729e-02,-1.081474304199218750e+00,5.134345293045043945e-01,-2.523187398910522461e-01,-5.820053443312644958e-02,-9.561619162559509277e-01,1.799066066741943359e-01,-1.357436060905456543e+00,-8.238608241081237793e-01,-4.557295441627502441e-01,1.830723166465759277e+00,-8.244330883026123047e-01
7.143791913986206055e-01,1.175898790359497070e+00,-2.419449329376220703e+00,-1.192499995231628418e+00,-2.378952056169509888e-01,-4.705672562122344971e-01,-2.090949267148971558e-01,-3.965643420815467834e-02,-1.790535926818847656e+00,4.414409399032592773e-02,-2.200316935777664185e-01,6.840305328369140625e-01,3.892132937908172607e-01,2.658685207366943359e+00,-6.307593584060668945e-01,6.127122640609741211e-01,7.343678474426269531e-01,1.380754947662353516e+00,-1.480210185050964355e+00,-2.259122878313064575e-01,1.101348996162414551e+00,1.555968523025512695e+00,-1.741738438606262207e+00,1.765126943588256836e+00,-7.261320948600769043e-01
-1.860782265663146973e+00,-1.268547296524047852e+00,1.936449527740478516e+00,-1.161368727684020996e+00,7.102978229522705078e-01,2.804342508316040039e-01,-6.085272505879402161e-02,3.409843444824218750e+00,2.241698980331420898e+00,1.019239902496337891e+00,4.163271486759185791e-01,-1.089406728744506836e+00,2.433126688003540039e+00,-9.844778180122375488e-01,-1.265771389007568359e+00,-1.981993198394775391e+00,9.848511815071105957e-01,1.190550327301025391e-01,-1.520053505897521973e+00,-1.003425240516662598e+00,2.205804586410522461e+00,-1.175808191299438477e+00,2.320155143737792969e+00,2.459552764892578125e+00,-1.452989697456359863e+00
1.816039562225341797e+00,2.241670340299606323e-01,-5.544580817222595215e-01,7.193861603736877441e-01,1.680210381746292114e-01,-5.047051310539245605e-01,-7.968226075172424316e-01,-9.302692413330078125e-01,3.596642494201660156e+00,2.011930644512176514e-01,1.616101264953613281e+00,-7.576245665550231934e-01,-1.544448375701904297e+00,-1.940134048461914062e+00,1.196181893348693848e+00,-1.238889932632446289e+00,-5.582229495048522949e-01,4.287706315517425537e-01,5.914826989173889160e-01,1.196570396423339844e+00,3.686805665493011475e-01,1.169616341590881348e+00,-3.985877037048339844e-01,-9.198275804519653320e-01,2.391801357269287109e+00
1.253949165344238281e+00,-5.963125228881835938e-01,1.049512982368469238e+00,-7.799867391586303711e-01,2.023986101150512695e+00,-1.093749284744262695e+00,-4.407196342945098877e-01,-1.241744756698608398e+00,3.022163510322570801e-01,2.477506846189498901e-01,1.323796153068542480e+00,8.014445900917053223e-01,-3.790343701839447021e-01,1.929106950759887695e+00,6.251608580350875854e-02,-5.726585537195205688e-02,-5.429163575172424316e-01,-2.653582096099853516e-01,-4.648420214653015137e-02,-6.830313205718994141e-01,-3.928503096103668213e-01,-8.210072517395019531e-01,-3.196901679039001465e-01,-5.253664255142211914e-01,-1.202537775039672852e+00
-1.315724372863769531e+00,1.570776343345642090e+00,1.302363395690917969e+00,6.352654658257961273e-03,-5.783078074455261230e-01,-3.264706954360008240e-02,-5.974707752466201782e-02,-1.211124897003173828e+00,1.921104192733764648e+00,-1.090031862258911133e+00,-1.188097000122070312e+00,-1.093229651451110840e+00,-1.950355529785156250e+00,-1.862001866102218628e-01,5.431671142578125000e-01,-1.115068078041076660e+00,-1.813776135444641113e+00,-5.195730924606323242e-01,-8.887961506843566895e-01,-2.254565000534057617e+00,-2.733100056648254395e-01,-1.396700382232666016e+00,-2.217374593019485474e-01,-1.943311929702758789e+00,-9.199545979499816895e-01
4.438941366970539093e-03,-1.458400845527648926e+00,-1.164916634559631348e+00,-4.562484845519065857e-02,-1.441798657178878784e-01,-2.720950543880462646e-01,-2.910718619823455811e-01,1.942746341228485107e-02,-8.023363351821899414e-01,6.667788624763488770e-01,-5.551012158393859863e-01,-1.382921338081359863e+00,9.599282145500183105e-01,6.161165833473205566e-01,6.197345256805419922e-01,7.161098718643188477e-01,-3.143634647130966187e-02,-7.056775689125061035e-02,-6.250364780426025391e-01,1.454259753227233887e+00,-7.399003505706787109e-01,5.304996296763420105e-02,-9.493819624185562134e-02,-2.410309165716171265e-01,-4.602357447147369385e-01
